,R2,Model
7,-0.0002258819450924321,XGBRF
8,-0.00549355182595912,XGBRF
9,0.0022262014773768435,XGBRF
10,0.004786194223108997,XGBRF
11,0.0010213129450057368,XGBRF
12,0.0016438726354925937,XGBRF
13,-0.006867468296287704,XGBRF
14,-0.0011186729301970733,XGBRF
15,0.0016309580815342395,XGBRF
16,-0.0005445231855631949,XGBRF
17,0.0027350599545749033,XGBRF
18,-0.0007168161875759083,XGBRF
19,-0.002163743111021521,XGBRF
20,-0.0032277988818740777,XGBRF
21,-0.0018114296778288796,XGBRF
22,1.412618593554793e-05,XGBRF
23,0.003800486621272414,XGBRF
24,0.004734693102985688,XGBRF
25,-0.002610997312307184,XGBRF
26,0.001953601994173493,XGBRF
27,0.004245672500767905,XGBRF
28,0.00177104062925737,XGBRF
29,-0.0010888180491943622,XGBRF
30,-0.0027440804015110842,XGBRF
31,0.0013486047854353034,XGBRF
32,-0.00039802218655160537,XGBRF
33,0.0002553853388819194,XGBRF
34,-0.0015485938879253869,XGBRF
35,-0.0020845454963993593,XGBRF
36,0.0022004442707059813,XGBRF
37,0.0023822987533964612,XGBRF
38,0.004336335738409192,XGBRF
39,-0.007535905175129587,XGBRF
40,-0.0024477938432110324,XGBRF
41,0.0032615411644759673,XGBRF
42,0.0019364028210155926,XGBRF
43,0.001752725647952147,XGBRF
44,0.00026978917375164446,XGBRF
45,-0.0008028004510736153,XGBRF
46,0.0008809647644735241,XGBRF
47,0.001118264351655185,XGBRF
48,0.00029208096412769446,XGBRF
49,0.003387231564995097,XGBRF
0,-0.0017218143874302427,LGB
1,0.0013823573191250604,LGB
2,0.0031548531296289317,LGB
3,0.0008860640468415504,LGB
4,-0.0009241547891709612,LGB
5,0.003255048977777064,LGB
6,-0.00013168670731711352,LGB
7,0.0009563894479920343,LGB
8,0.0018829644041505889,LGB
9,-0.0030598082531327897,LGB
10,-0.0034981310801251997,LGB
11,0.0030821398212832474,LGB
12,0.002766388844239187,LGB
13,0.0014609551159618928,LGB
14,0.002066621319181894,LGB
15,-0.0016490032469094196,LGB
16,0.0042937209486135774,LGB
17,0.001917514467618009,LGB
18,-0.0024597838329925015,LGB
19,0.0008847438952946929,LGB
20,0.0010306978833896085,LGB
21,0.0009489045436192889,LGB
22,0.002792033829848717,LGB
23,-0.0018240615262550275,LGB
24,0.001228856428337255,LGB
25,-0.0013493468885765747,LGB
26,0.002389601009824105,LGB
27,0.004212456905056783,LGB
28,0.0017098076664417983,LGB
29,-0.006069274714232575,LGB
30,-0.0008506897533413493,LGB
31,-0.004890540817161559,LGB
32,0.003656613645588447,LGB
33,0.002975431592904365,LGB
34,0.0017245759911526104,LGB
35,0.00238821569142067,LGB
36,0.002676343668639558,LGB
37,0.0006475707091549987,LGB
38,0.0010660287802949364,LGB
39,-0.0006440633606927815,LGB
40,0.0019127617414391729,LGB
41,-0.00014247412390933079,LGB
42,0.0016905223042903428,LGB
43,-0.0011433096548170152,LGB
44,0.0019238053976572411,LGB
45,-0.0003509770102863019,LGB
46,0.0016685070883830644,LGB
47,-0.001581891789264489,LGB
48,0.0027763878412164766,LGB
49,-0.0030594907423382445,LGB
