,R2,Model,Region,Data
355,0.45913386800208034,EM,Region,Pathway
356,0.44752219041943764,EM,Region,Pathway
357,0.4586304231851074,EM,Region,Pathway
358,0.44187688257166813,EM,Region,Pathway
359,0.4826615169603048,EM,Region,Pathway
360,0.43928152093046735,EM,Region,Pathway
361,0.4502599437223407,EM,Region,Pathway
362,0.47040545456769345,EM,Region,Pathway
363,0.44040209049826673,EM,Region,Pathway
364,0.4710821775977986,EM,Region,Pathway
365,0.46618008603090144,EM,Region,Pathway
366,0.4556325872828265,EM,Region,Pathway
367,0.4337799471966013,EM,Region,Pathway
368,0.45977273892986703,EM,Region,Pathway
369,0.44668641090774774,EM,Region,Pathway
370,0.46743189280757,EM,Region,Pathway
371,0.4350166928467002,EM,Region,Pathway
372,0.47077266306347754,EM,Region,Pathway
373,0.45630918078574434,EM,Region,Pathway
374,0.4513422555480846,EM,Region,Pathway
375,0.4762323250506245,EM,Region,Pathway
376,0.44580191073427655,EM,Region,Pathway
377,0.47283913380397236,EM,Region,Pathway
378,0.4554827497561611,EM,Region,Pathway
379,0.4412162461386234,EM,Region,Pathway
380,0.47512880363151877,EM,Region,Pathway
381,0.42379811772402765,EM,Region,Pathway
382,0.45756985293885033,EM,Region,Pathway
383,0.4537549928492737,EM,Region,Pathway
384,0.4347303503695924,EM,Region,Pathway
385,0.4527479591892012,EM,Region,Pathway
386,0.45038804960360024,EM,Region,Pathway
387,0.45612850263937743,EM,Region,Pathway
388,0.4745414606141254,EM,Region,Pathway
389,0.4631911876754755,EM,Region,Pathway
390,0.4628973439539169,EM,Region,Pathway
391,0.4858542767331775,EM,Region,Pathway
392,0.42849834409821874,EM,Region,Pathway
393,0.45380468409063746,EM,Region,Pathway
394,0.45033924160020833,EM,Region,Pathway
395,0.4417860917492923,EM,Region,Pathway
396,0.48475393063538474,EM,Region,Pathway
397,0.42462679502849554,EM,Region,Pathway
398,0.45569419367725406,EM,Region,Pathway
399,0.4797740371283413,EM,Region,Pathway
400,0.5260644400717929,EM,Non-Region,Merged
401,0.5354114898956336,EM,Non-Region,Merged
402,0.515135977649793,EM,Non-Region,Merged
403,0.5229443512938492,EM,Non-Region,Merged
404,0.5523363548873875,EM,Non-Region,Merged
405,0.5147385565833205,EM,Non-Region,Merged
406,0.5235872209521424,EM,Non-Region,Merged
407,0.5213974373034691,EM,Non-Region,Merged
408,0.562559304865889,EM,Non-Region,Merged
409,0.539373750087995,EM,Non-Region,Merged
410,0.5174460690424576,EM,Non-Region,Merged
411,0.5419531078512917,EM,Non-Region,Merged
412,0.5432119011220975,EM,Non-Region,Merged
413,0.5401443461335487,EM,Non-Region,Merged
414,0.5197257504296031,EM,Non-Region,Merged
415,0.5160460431353772,EM,Non-Region,Merged
416,0.5142884611140833,EM,Non-Region,Merged
417,0.5290795735382906,EM,Non-Region,Merged
418,0.5321229231843903,EM,Non-Region,Merged
419,0.5522214455619889,EM,Non-Region,Merged
420,0.5220888697556776,EM,Non-Region,Merged
421,0.5104716881721807,EM,Non-Region,Merged
422,0.5915040432047025,EM,Non-Region,Merged
423,0.5066351197549508,EM,Non-Region,Merged
424,0.5206590324759053,EM,Non-Region,Merged
425,0.5279133392717749,EM,Non-Region,Merged
426,0.5412370027765294,EM,Non-Region,Merged
427,0.5310301137337301,EM,Non-Region,Merged
428,0.5421543525987114,EM,Non-Region,Merged
429,0.5393518701399701,EM,Non-Region,Merged
430,0.5384209435293308,EM,Non-Region,Merged
431,0.5487048048828005,EM,Non-Region,Merged
432,0.5296386213534254,EM,Non-Region,Merged
433,0.5296177395484101,EM,Non-Region,Merged
434,0.5258998539377808,EM,Non-Region,Merged
435,0.5318755880877575,EM,Non-Region,Merged
436,0.5188903050576952,EM,Non-Region,Merged
437,0.5416419908942276,EM,Non-Region,Merged
438,0.5307709806624299,EM,Non-Region,Merged
439,0.5356882096774914,EM,Non-Region,Merged
440,0.5464466136352293,EM,Non-Region,Merged
441,0.5468950817810705,EM,Non-Region,Merged
442,0.5300170226861474,EM,Non-Region,Merged
443,0.5362814184320134,EM,Non-Region,Merged
444,0.5026849609127417,EM,Non-Region,Merged
445,0.5505459272584197,EM,Non-Region,Merged
446,0.5178989180651163,EM,Non-Region,Merged
447,0.5384583133461325,EM,Non-Region,Merged
448,0.5235499506456338,EM,Non-Region,Merged
449,0.561726496724959,EM,Non-Region,Merged
450,0.5415402137393222,EM,Region,Merged
451,0.5363177939968895,EM,Region,Merged
452,0.5272014765725336,EM,Region,Merged
453,0.5738563614015268,EM,Region,Merged
454,0.5531901090076026,EM,Region,Merged
455,0.5243534407957546,EM,Region,Merged
456,0.5511678306525987,EM,Region,Merged
457,0.5367230482360731,EM,Region,Merged
458,0.5404661888178145,EM,Region,Merged
459,0.5818202010938776,EM,Region,Merged
460,0.5253959000907453,EM,Region,Merged
461,0.5592736321962899,EM,Region,Merged
462,0.5695976369000868,EM,Region,Merged
463,0.5280512099262074,EM,Region,Merged
464,0.5638185963018951,EM,Region,Merged
465,0.5251717775497571,EM,Region,Merged
466,0.5392038976471363,EM,Region,Merged
467,0.559063353307879,EM,Region,Merged
468,0.5228694016328479,EM,Region,Merged
469,0.5710632145048438,EM,Region,Merged
470,0.5654045987673817,EM,Region,Merged
471,0.5604537427397266,EM,Region,Merged
472,0.5246634793702027,EM,Region,Merged
473,0.5357126956945664,EM,Region,Merged
474,0.5299452819204182,EM,Region,Merged
475,0.5165672021425237,EM,Region,Merged
476,0.5470221173846126,EM,Region,Merged
477,0.5392829529643155,EM,Region,Merged
478,0.5167220839600226,EM,Region,Merged
479,0.5778017527497026,EM,Region,Merged
480,0.5516306132015789,EM,Region,Merged
481,0.542768335217549,EM,Region,Merged
482,0.5371205293107189,EM,Region,Merged
483,0.535025856643748,EM,Region,Merged
484,0.5573179606658583,EM,Region,Merged
485,0.5423783025571726,EM,Region,Merged
486,0.545856811542918,EM,Region,Merged
487,0.5308797038443881,EM,Region,Merged
488,0.5606924071797497,EM,Region,Merged
489,0.5537847570646105,EM,Region,Merged
490,0.5684501392499219,EM,Region,Merged
491,0.5186721175946054,EM,Region,Merged
492,0.5351560831071975,EM,Region,Merged
493,0.5637108857781613,EM,Region,Merged
494,0.5461202657108252,EM,Region,Merged
495,0.5398286137157708,EM,Region,Merged
496,0.5369182231636513,EM,Region,Merged
497,0.5707461935183535,EM,Region,Merged
498,0.5285767608053963,EM,Region,Merged
499,0.5364640442120988,EM,Region,Merged
