age,pred
29,41.02350462
34,40.22495172
45,33.15139153
40,41.84975226
27,32.3060217
19,44.33142199
27,34.29553004
30,38.38094023
56,35.74182452
24,43.18005484
38,33.10747291
25,60.25980463
36,35.97888005
26,53.65109257
26,37.71889922
24,42.21825668
30,31.43697606
30,55.07029096
27,54.30290348
27,39.7814224
32,50.9695972
19,52.92733019
23,42.80266363
29,46.49593576
29,45.20396377
25,37.06875768
25,40.78334232
29,46.15790706
34,38.72961758
53,42.65889568
29,47.71408381
29,39.54358393
32,35.85401109
29,40.37825153
35,46.12107049
45,40.89304272
53,37.09579326
44,49.66985172
31,48.97509154
40,36.99488054
44,51.41006849
31,41.3805728
31,43.43607387
28,37.76872914
55,52.03781021
55,55.55536208
23,35.90930693
51,47.77610087
44,52.48297802
31,40.16629904
28,33.72080484
39,35.81027342
41,40.88277012
53,51.75801184
31,31.362448
36,46.6114035
45,42.26469614
40,40.95745304
37,38.53048066
25,32.67407417
49,47.25357225
25,40.5366288
59,54.17445217
31,45.32625098
25,35.40717229
25,42.89922361
25,49.27938836
31,38.04648847
30,43.59854192
35,46.97368476
39,40.46615666
29,35.1068542
39,42.81792489
28,43.20790517
38,41.77990088
47,45.87867418
37,52.97917536
39,44.50683612
45,54.82986711
38,55.8773426
44,43.96566922
32,51.54413146
51,48.52268194
57,49.34333636
56,45.11110744
43,34.33987944
45,47.88624415
46,48.23721022
27,46.86369578
25,45.77999622
36,49.5547755
45,44.84563431
42,53.85037218
34,44.71768084
52,46.05393649
58,48.79225029
38,43.6670006
39,38.23180909
21,40.48850342
40,46.15861427
64,44.25745699
37,51.09388192
32,45.02912138
31,39.45855707
23,41.84812792
53,39.33370137
32,37.72507279
32,45.27539592
43,46.00305204
46,46.93763549
41,36.05896796
33,55.88089166
43,37.7834682
28,41.01836463
45,44.57054485
54,38.09685937
48,41.48340295
40,44.42537222
38,45.34467028
55,44.22503222
37,39.08818799
48,49.33107979
38,42.05558712
49,46.48956559
60,40.33247669
64,57.35904553
68,58.86035722
60,61.87036035
70,63.42520138
68,65.16045327
66,65.63714387
73,66.46342062
67,56.36995226
73,67.81488864
67,66.11898156
65,63.71692041
74,60.30610296
65,65.43088472
62,60.52671565
65,65.37447572
67,66.29467318
69,66.88867646
67,66.6713738
62,61.58434548
82,55.3800946
63,60.43009638
84,62.30480831
68,71.43455782
63,66.02881165
68,55.09590644
62,67.64874785
72,66.11269022
71,60.05824387
86,69.65522667
63,56.96531586
68,65.77263812
72,67.82324135
68,65.41542914
69,61.55794411
71,60.9237389
84,64.59964377
63,69.39326387
67,63.8674047
66,64.48919729
72,59.90279878
78,66.2570133
60,72.51104517
68,68.57907753
69,64.47702913
64,55.24656795
65,60.29466453
70,68.38068044
84,65.98284811
74,57.22568361
77,71.76378884
66,68.39923352
74,62.93162444
72,63.0989423
84,65.28596822
66,65.92913438
69,68.43169353
69,62.30610519
70,64.84190822
66,69.70855298
73,62.31086387
55,65.99913229
73,65.90732431
64,66.56173398
63,61.96389839
72,64.39996867
46,61.92001668
73,60.60501052
74,63.77809902
58,60.98200117
56,63.56856532
72,52.32175104
52,59.23055381
71,67.36365894
74,71.16921325
60,53.38030695
43,66.11471439
54,62.48650579
60,69.62634321
56,57.97000826
83,66.94941775
67,64.43064273
67,58.27755419
69,58.29001837
71,57.28840346
64,65.08224362
64,69.01424302
64,67.33881523
68,61.37867303
63,64.76851686
70,62.8442629
61,61.76536699
74,64.0722336
63,65.68837528
72,60.30102992
62,58.10210585
63,67.52193581
71,68.54047927
52,67.57405096
65,60.65858622
68,62.86740045
72,53.04336257
65,65.0165671
64,67.60190013
70,64.9147892
78,64.95297534
75,67.27596657
71,70.86323705
70,55.64336035
58,67.19035119
63,66.28923312
70,59.60091552
47,61.68292659
67,58.519076
80,62.95689785
75,66.5458753
62,64.35915695
48,61.33072585
68,71.02895507
56,62.17107258
70,59.0666495
62,59.62681414
63,59.67282322
77,66.15561785
66,64.40686683
70,61.28348311
74,65.97498201
58,59.87874413
77,60.08046152
52,60.35506213
72,64.88060906
79,67.13187841
77,60.73789052
64,61.34712622
72,64.99469232
69,61.65771858
66,62.36105775
72,53.44947532
65,56.77670239
59,55.47348876
46,57.1225875
63,61.24144041
46,55.09997852
45,58.74401385
63,61.98445877
72,55.46990246
77,59.97615572
56,52.32471218
55,54.17762442
70,51.49260191
73,63.67998873
68,60.04261171
78,61.587312
68,58.28622883
43,56.38060004
29,55.40182572
31,39.90162702
38,37.15945186
29,39.50459123
29,37.19116009
35,46.97413025
43,52.56706195
34,39.97723939
38,46.44514661
28,26.86964083
28,55.41418822
36,59.05281014
30,46.49783507
35,41.22061556
33,48.78275327
33,61.76054237
34,55.36007071
34,45.38734102
45,46.48096147
30,39.59567097
67,68.44330987
71,53.67007204
72,59.31962564
60,62.78307777
48,54.85306551
66,59.94188911
54,58.15542135
59,68.80619405
55,66.46375008
41,56.11467462
61,62.78684821
58,59.0523146
62,59.58502656
71,59.49694196
62,63.08064967
64,66.08744026
65,49.19271281
59,51.90808094
56,51.1326725
66,59.08849734
49,51.76029139
65,54.67664767
75,57.0974805
59,66.47806226
58,46.92872229
57,62.71480619
56,51.57883202
58,46.17140202
53,50.24137278
47,54.48927002
29,41.71275218
22,44.35156337
24,37.22249838
25,33.07072261
23,35.95349557
24,49.26808394
23,53.73892103
26,50.69462167
26,46.8178004
25,41.15784961
28,39.54509949
26,38.86195921
58,37.33947371
50,43.35960294
53,41.91405677
64,36.69631091
61,53.24123838
58,52.63879422
52,49.85147368
62,55.39363233
50,44.20746612
58,57.49792181
62,42.87425217
57,45.92914621
57,58.41061548
71,55.93096556
30,49.32562565
25,44.96620461
26,38.72943961
50,46.79044305
45,45.02951903
50,63.33637191
68,45.61925703
80,62.56695207
63,51.08809699
67,53.80002036
64,47.70615045
68,50.99245196
50,46.09907906
47,61.01900747
61,49.90193654
53,47.22376974
47,67.02842321
64,52.35374236
72,38.96234946
62,57.81032719
82,59.91104199
65,55.64052769
37,48.4250179
73,53.55178588
71,54.41401979
58,55.09626026
63,51.89910278
64,48.73956433
61,61.57040977
76,57.25281018
63,59.09584423
51,57.21860908
46,43.82598961
49,52.71824129
42,49.25779125
51,53.07870808
56,57.03619534
58,56.81255395
61,48.78367672
75,51.06589232
54,44.18796539
65,41.23515854
57,44.46432171
51,45.74742519
61,51.9846271
45,32.80383481
51,57.57620363
55,56.43994622
51,48.55449397
35,50.83457524
65,55.98839013
52,49.7054361
75,54.27822642
52,43.62196056
44,45.83312096
54,55.06029043
69,60.49120902
65,48.70311549
57,50.42938681
59,50.32181303
73,61.21762523
59,47.5910045
43,61.60235767
60,56.65412354
48,53.41344228
64,55.71306067
51,46.96348055
58,38.24924924
52,58.42301606
43,41.25536309
63,55.73148277
61,59.2126605
49,61.80170521
55,51.25651236
47,50.33013895
69,43.2723012
51,52.42271699
56,44.75740981
69,49.4753992
37,50.35887791
88,53.30204339
69,46.58835588
59,55.43804163
70,47.81549939
45,48.26856098
45,46.57752242
38,43.82702221
45,40.34592309
62,50.98986506
26,42.16089803
45,43.11921968
34,56.60097135
56,49.53765428
51,55.62586082
51,46.63519671
53,53.10771021
53,56.0101035
49,52.46472334
49,51.51287476
51,46.5230654
51,49.67037694
53,49.52612268
53,53.20981853
27,43.65798339
64,57.26656079
64,48.33651354
64,49.67878508
64,52.22401253
55,47.79605856
55,49.8090911
55,51.68651509
55,53.02190934
52,53.79647749
52,60.5683316
63,46.13848585
63,44.07493977
63,45.29635529
59,53.78533958
59,57.71626604
61,55.34531273
61,57.94628142
54,50.79693125
54,49.92095852
22,35.21222111
22,32.6369797
22,21.03429644
22,46.97696065
60,53.39851618
60,57.64184024
60,55.59882318
60,54.33622866
65,52.50732143
65,46.83588369
54,46.5517898
54,49.49541649
54,53.2221936
52,48.03429609
52,53.60101342
52,54.11015428
52,53.85117441
30,49.40730724
30,50.03471249
